,amazon_index,filename,title,author,category_id,category,meta
2164,345350499,0345350499.jpg,The Mists of Avalon,Marion Zimmer Bradley,24,Science Fiction & Fantasy,"{'ISBN-13': '9780345350497', 'Title': 'The Mists Of Avalon', 'Authors': ['Marion Zimmer Bradley'], 'Publisher': 'Random House LLC', 'Year': '1984', 'Language': 'en'}"
2165,441020836,0441020836.jpg,The Once and Future King,T. H. White,24,Science Fiction & Fantasy,"{'ISBN-13': '9780441627400', 'Title': ""L'appel de la forêt - Apprendre l' anglais en lisant"", 'Authors': ['Jack London'], 'Publisher': 'BrotherSun Incorporated', 'Year': '2016', 'Language': 'en'}"
2166,688003478,0688003478.jpg,The Merlin Trilogy,Mary Stewart,24,Science Fiction & Fantasy,"{'ISBN-13': '9785558676518', 'Title': 'Merlin Trilogy', 'Authors': ['Mary Stewart'], 'Publisher': '', 'Year': '2001', 'Language': 'en'}"
2167,140445218,0140445218.jpg,Arthurian Romances (Penguin Classics),Chrétien de Troyes,24,Science Fiction & Fantasy,"{'ISBN-13': '9780140445213', 'Title': 'Arthurian Romances', 'Authors': ['Chretien Troyes'], 'Publisher': 'ePenguin', 'Year': '1991', 'Language': 'en'}"
2168,312156960,0312156960.jpg,The Winter King (The Arthur Books #1),Bernard Cornwell,24,Science Fiction & Fantasy,"{'ISBN-13': '9780312156961', 'Title': 'The Winter King - A Novel Of Arthur', 'Authors': ['Bernard Cornwell'], 'Publisher': ""St. Martin's Griffin"", 'Year': '1995', 'Language': 'en'}"
2169,60548258,0060548258.jpg,"The Crystal Cave (The Arthurian Saga, Book 1)",Mary Stewart,24,Science Fiction & Fantasy,"{'ISBN-13': '9780060548254', 'Title': 'The Crystal Cave - Book One Of The Arthurian Saga', 'Authors': ['Mary Stewart'], 'Publisher': 'Harper Collins', 'Year': '2003', 'Language': 'en'}"
2170,544115899,0544115899.jpg,The Fall of Arthur,J.R.R. Tolkien,24,Science Fiction & Fantasy,"{'ISBN-13': '9780007557301', 'Title': 'The Fall Of Arthur', 'Authors': ['J. R. R. Tolkien'], 'Publisher': 'HarperCollins', 'Year': '2015', 'Language': 'en'}"
2171,312206488,0312206488.jpg,Excalibur (The Warlord Chronicles),Bernard Cornwell,24,Science Fiction & Fantasy,"{'ISBN-13': '9780312206482', 'Title': 'Excalibur - A Novel Of Arthur', 'Authors': ['Bernard Cornwell'], 'Publisher': 'Macmillan', 'Year': '1999', 'Language': 'en'}"
2172,312187149,0312187149.jpg,Enemy of God (The Arthur Books #2),Bernard Cornwell,24,Science Fiction & Fantasy,"{'ISBN-13': '9780312187149', 'Title': 'Enemy Of God - A Novel Of Arthur', 'Authors': ['Bernard Cornwell'], 'Publisher': ""St. Martin's Griffin"", 'Year': '1998', 'Language': 'en'}"
2173,1475234147,1475234147.jpg,Knighthood: The Camelot Prophecies,Lady Antiva,24,Science Fiction & Fantasy,"{'ISBN-13': '9781475234145', 'Title': 'Knighthood', 'Authors': ['Lady Antiva'], 'Publisher': 'CreateSpace', 'Year': '2012', 'Language': 'en'}"
2174,60548266,0060548266.jpg,"The Hollow Hills (The Arthurian Saga, Book 2)",Mary Stewart,24,Science Fiction & Fantasy,"{'ISBN-13': '9780060548261', 'Title': 'The Hollow Hills - Book Two Of The Arthurian Saga', 'Authors': ['Mary Stewart'], 'Publisher': 'Harper Collins', 'Year': '2003', 'Language': 'en'}"
2175,60548274,0060548274.jpg,"The Last Enchantment (The Arthurian Saga, Book 3)",Mary Stewart,24,Science Fiction & Fantasy,"{'ISBN-13': '9780060548278', 'Title': 'The Last Enchantment - Book Three Of The Arthurian Saga', 'Authors': ['Mary Stewart'], 'Publisher': 'Harper Collins', 'Year': '2003', 'Language': 'en'}"
2176,038070613X,038070613X.jpg,"Taliesin (The Pendragon Cycle, Book 1)",Stephen R. Lawhead,24,Science Fiction & Fantasy,"{'ISBN-13': '9780380706136', 'Title': 'Taliesin - Book One Of The Pendragon Cycle', 'Authors': ['Stephen R. Lawhead'], 'Publisher': 'Harper Voyager', 'Year': '1990', 'Language': 'en'}"
2177,812568990,0812568990.jpg,"The Eagle (The Camulod Chronicles, Book 9)",Jack Whyte,24,Science Fiction & Fantasy,"{'ISBN-13': '9780812568998', 'Title': 'The Eagle - The Concluding Volume Of The Camulod Chronicles', 'Authors': ['Jack Whyte'], 'Publisher': 'Macmillan', 'Year': '2007', 'Language': 'en'}"
2178,60548282,0060548282.jpg,"The Wicked Day (The Arthurian Saga, Book 4)",Mary Stewart,24,Science Fiction & Fantasy,"{'ISBN-13': '9780060548285', 'Title': 'The Wicked Day - Book Four Of The Arthurian Saga', 'Authors': ['Mary Stewart'], 'Publisher': 'Harper Collins', 'Year': '2003', 'Language': 'en'}"
2179,380708906,0380708906.jpg,Arthur (Pendragon Cycle),Stephen R. Lawhead,24,Science Fiction & Fantasy,"{'ISBN-13': '9780380708901', 'Title': 'Arthur - Book Three Of The Pendragon Cycle', 'Authors': ['Stephen R. Lawhead'], 'Publisher': 'Harper Voyager', 'Year': '1990', 'Language': 'en'}"
2180,393951375,0393951375.jpg,A Connecticut Yankee in King Arthur's Court (Norton Critical Editions),Mark Twain,24,Science Fiction & Fantasy,"{'ISBN-13': '9780393284171', 'Title': ""A Connecticut Yankee In King Arthur's Court"", 'Authors': ['Mark Twain'], 'Publisher': '', 'Year': '2018', 'Language': 'en'}"
2181,380708892,0380708892.jpg,"Merlin (The Pendragon Cycle , Book 2)",Stephen R. Lawhead,24,Science Fiction & Fantasy,"{'ISBN-13': '9780380708895', 'Title': 'Merlin - Book Two Of The Pendragon Cycle', 'Authors': ['Stephen R. Lawhead'], 'Publisher': 'Harper Voyager', 'Year': '1990', 'Language': 'en'}"
2182,451528166,0451528166.jpg,Le Morte D'Arthur: King Arthur and the Legends of the Round Table (Signet Classics),Sir Thomas Malory,24,Science Fiction & Fantasy,"{'ISBN-13': '9780451531490', 'Title': ""Malory's Le Morte D'Arthur - King Arthur And The Legends Of The Round Table : The Classic Rendition"", 'Authors': ['Sir Thomas Malory', 'Keith Baines'], 'Publisher': '', 'Year': '2010', 'Language': 'en'}"
2183,1476715181,1476715181.jpg,The King Arthur Trilogy Book One: Dragon's Child,M. K. Hume,24,Science Fiction & Fantasy,"{'ISBN-13': '9781476715186', 'Title': ""The King Arthur Trilogy Book One: Dragon's Child"", 'Authors': ['M. K. Hume'], 'Publisher': 'Simon and Schuster', 'Year': '2013', 'Language': 'en'}"
2184,312852894,0312852894.jpg,"The Eagles' Brood (The Camulod Chronicles, Book 3)",Jack Whyte,24,Science Fiction & Fantasy,"{'ISBN-13': '9780812551402', 'Title': ""The Eagles' Brood"", 'Authors': ['Jack Whyte'], 'Publisher': 'Macmillan', 'Year': '1998', 'Language': 'en'}"
2185,147671522X,147671522X.jpg,The King Arthur Trilogy Book Three: The Bloody Cup,M. K. Hume,24,Science Fiction & Fantasy,"{'ISBN-13': '9781476715223', 'Title': 'The King Arthur Trilogy Book Three: The Bloody Cup', 'Authors': ['M. K. Hume'], 'Publisher': 'Simon and Schuster', 'Year': '2014', 'Language': 'en'}"
2186,076530905X,076530905X.jpg,"The Fort at River's Bend (The Camulod Chronicles, Book 5)",Jack Whyte,24,Science Fiction & Fantasy,"{'ISBN-13': '9780765309051', 'Title': ""The Fort At River's Bend - Book Five Of The Camulod Chronicles"", 'Authors': ['Jack Whyte'], 'Publisher': 'Macmillan', 'Year': '2004', 'Language': 'en'}"
2187,292707185,0292707185.jpg,The Book of Merlyn: The Unpublished Conclusion to the Once and Future King,T. H. White,24,Science Fiction & Fantasy,"{'ISBN-13': '9781477317211', 'Title': 'The Book Of Merlyn - The Conclusion To The Once And Future King', 'Authors': ['T. H. White'], 'Publisher': 'University of Texas Press', 'Year': '2018', 'Language': 'en'}"
2188,380781042,0380781042.jpg,"Grail (The Pendragon Cycle, Book 5)",Stephen R. Lawhead,24,Science Fiction & Fantasy,"{'ISBN-13': '9780380781041', 'Title': 'Grail - Book Five Of The Pendragon Cycle', 'Authors': ['Stephen R. Lawhead'], 'Publisher': 'Harper Voyager', 'Year': '1998', 'Language': 'en'}"
2189,345445872,0345445872.jpg,Queen of Camelot,Nancy McKenzie,24,Science Fiction & Fantasy,"{'ISBN-13': '9780345445872', 'Title': 'Queen Of Camelot', 'Authors': ['Nancy McKenzie'], 'Publisher': 'Random House Digital, Inc.', 'Year': '2002', 'Language': 'en'}"
2190,812544161,0812544161.jpg,"The Saxon Shore (The Camulod Chronicles, Book 4)",Jack Whyte,24,Science Fiction & Fantasy,"{'ISBN-13': '9780312865962', 'Title': 'The Saxon Shore', 'Authors': ['Jack Whyte'], 'Publisher': 'Forge Books', 'Year': '1998', 'Language': 'en'}"
2191,812570138,0812570138.jpg,"The Lance Thrower (The Camulod Chronicles, Book 8)",Jack Whyte,24,Science Fiction & Fantasy,"{'ISBN-13': '9780670887835', 'Title': 'Clothar The Frank', 'Authors': ['Jack Whyte'], 'Publisher': 'Penguin Mass Market', 'Year': '2003', 'Language': 'en'}"
2192,812544196,0812544196.jpg,"The Sorcerer: Metamorphosis, Book 2 (The Camulod Chronicles, Book 6)",Jack Whyte,24,Science Fiction & Fantasy,"{'ISBN-13': '9780812544190', 'Title': 'The Sorcerer: Metamorphosis', 'Authors': ['Jack Whyte'], 'Publisher': 'Macmillan', 'Year': '2000', 'Language': 'en'}"
2193,380717573,0380717573.jpg,"Pendragon (The Pendragon Cycle, Book 4)",Stephen R. Lawhead,24,Science Fiction & Fantasy,"{'ISBN-13': '9780380717576', 'Title': 'Pendragon - Book Four Of The Pendragon Cycle', 'Authors': ['Stephen R. Lawhead'], 'Publisher': 'Harper Voyager', 'Year': '1995', 'Language': 'en'}"
2194,1908200308,1908200308.jpg,Lancelot and the Wolf,Sarah Luddington,24,Science Fiction & Fantasy,"{'ISBN-13': '9781908200303', 'Title': 'Lancelot And The Wolf', 'Authors': ['Sarah Luddington'], 'Publisher': '', 'Year': '2011', 'Language': 'en'}"
2195,1477848088,1477848088.jpg,Crimes Against Magic (The Hellequin Chronicles),Steve McHugh,24,Science Fiction & Fantasy,"{'ISBN-13': '9781477848081', 'Title': 'Crimes Against Magic', 'Authors': ['Steve McHugh'], 'Publisher': '47North', 'Year': '2013', 'Language': 'en'}"
2196,609808028,0609808028.jpg,The Knight of the Sacred Lake (Guenevere Novels),Rosalind Miles,24,Science Fiction & Fantasy,"{'ISBN-13': '9780609808023', 'Title': 'The Knight Of The Sacred Lake', 'Authors': ['Rosalind Miles'], 'Publisher': 'Broadway Books', 'Year': '2001', 'Language': 'en'}"
2197,1594262942,1594262942.jpg,"Under a Velvet Cloak  (Incarnations of Immortality, Book 8)",Piers Anthony,24,Science Fiction & Fantasy,"{'ISBN-13': '9781594262944', 'Title': 'Under A Velvet Cloak', 'Authors': ['Piers Anthony'], 'Publisher': 'Mundania Press LLC', 'Year': '2007', 'Language': 'en'}"
2198,670018244,0670018244.jpg,The Acts of King Arthur and His Noble Knights,John Steinbeck,24,Science Fiction & Fantasy,"{'ISBN-13': '9780143105459', 'Title': 'The Acts Of King Arthur And His Noble Knights - (Penguin Classics Deluxe Edition)', 'Authors': ['John Steinbeck'], 'Publisher': 'Penguin', 'Year': '2008', 'Language': 'en'}"
2199,1476715165,1476715165.jpg,The Merlin Prophecy Book Three: Hunting with Gods,M. K. Hume,24,Science Fiction & Fantasy,"{'ISBN-13': '9781476715162', 'Title': 'The Merlin Prophecy Book Three: Hunting With Gods', 'Authors': ['M. K. Hume'], 'Publisher': 'Simon and Schuster', 'Year': '2013', 'Language': 'en'}"
2200,1908200952,1908200952.jpg,"Stone Lord: The Legend of King Arthur, the Era of Stonehenge",J. P. Reedman,24,Science Fiction & Fantasy,"{'ISBN-13': '9781908200952', 'Title': 'Stone Lord - The Legend Of King Arthur, The Era Of Stonehenge', 'Authors': ['J. P. Reedman'], 'Publisher': '', 'Year': '2012', 'Language': 'en'}"
2201,1472806166,1472806166.jpg,The Knights of the Round Table (Myths and Legends),Daniel Mersey,24,Science Fiction & Fantasy,"{'ISBN-13': '9781472806161', 'Title': 'The Knights Of The Round Table', 'Authors': ['Daniel Mersey'], 'Publisher': 'Osprey Publishing', 'Year': '2015', 'Language': 'en'}"
2202,1402218885,1402218885.jpg,The Kingmaking: Book One of the Pendragon's Banner Trilogy,Helen Hollick,24,Science Fiction & Fantasy,"{'ISBN-13': '9781402218880', 'Title': 'The Kingmaking', 'Authors': ['Helen Hollick'], 'Publisher': 'Sourcebooks Landmark', 'Year': '2009', 'Language': 'en'}"
2203,1472803396,1472803396.jpg,Wizards: From Merlin to Faust (Myths and Legends),David McIntee,24,Science Fiction & Fantasy,"{'ISBN-13': '9781472803399', 'Title': 'Wizards - From Merlin To Faust', 'Authors': ['David McIntee', 'Lesley McIntee'], 'Publisher': 'Osprey Publishing', 'Year': '2014', 'Language': 'en'}"
2204,140224522X,140224522X.jpg,Child of the Northern Spring: Book One of the Guinevere Trilogy,Persia Woolley,24,Science Fiction & Fantasy,"{'ISBN-13': '9781402245220', 'Title': 'Child Of The Northern Spring', 'Authors': ['Persia Woolley'], 'Publisher': 'Sourcebooks, Inc.', 'Year': '2010', 'Language': 'en'}"
2205,B002VLWAMM,B002VLWAMM.jpg,Gwenhwyfar: The White Spirit (A Novel of King Arthur),Mercedes Lackey,24,Science Fiction & Fantasy,"{'ISBN-13': '9780756406295', 'Title': 'Gwenhwyfar - The White Spirit', 'Authors': ['Mercedes Lackey'], 'Publisher': 'DAW Hardcover', 'Year': '2010', 'Language': 'en'}"
2206,038080297X,038080297X.jpg,Avalon: The Return of King Arthur,Stephen R. Lawhead,24,Science Fiction & Fantasy,"{'ISBN-13': '9780380802975', 'Title': 'Avalon: - The Return Of King Arthur', 'Authors': ['Stephen R. Lawhead'], 'Publisher': 'HarperTorch', 'Year': '2000', 'Language': 'en'}"
2207,1564784134,1564784134.jpg,King (American Literature Series),Donald Barthelme,24,Science Fiction & Fantasy,"{'ISBN-13': '9781564784131', 'Title': 'The King', 'Authors': ['Donald Barthelme'], 'Publisher': 'Dalkey Archive Press', 'Year': '2006', 'Language': 'en'}"
2208,886778263,0886778263.jpg,"Guardian of the Balance (Merlin's Descendants, Vol. 1)",Irene Radford,24,Science Fiction & Fantasy,"{'ISBN-13': '9780886778750', 'Title': 'Guardian Of The Balance', 'Authors': ['Irene Radford'], 'Publisher': 'D A W Books, Incorporated', 'Year': '2000', 'Language': 'en'}"
2209,1848372094,1848372094.jpg,Legends of King Arthur: Idylls of the King,Lord Alfred Tennyson,24,Science Fiction & Fantasy,"{'ISBN-13': '9781848372092', 'Title': ""Tennyson's Legends Of King Arthur - Idylls Of The King"", 'Authors': ['Lord Alfred Tennyson'], 'Publisher': 'Arcturus Publishing', 'Year': '2009', 'Language': 'en'}"
2210,345422570,0345422570.jpg,Black Horses for the King,Anne McCaffrey,24,Science Fiction & Fantasy,"{'ISBN-13': '9780345422576', 'Title': 'Black Horses For The King', 'Authors': ['Anne McCaffrey'], 'Publisher': 'Del Rey Books', 'Year': '1998', 'Language': 'en'}"
2211,441009360,0441009360.jpg,Knight Life,Peter David,24,Science Fiction & Fantasy,"{'ISBN-13': '9780486804682', 'Title': 'Knight Life', 'Authors': ['Peter David'], 'Publisher': 'Courier Dover Publications', 'Year': '2016', 'Language': 'en'}"
2212,1402240708,1402240708.jpg,Hawk of May (Down the Long Wind),Gillian Bradshaw,24,Science Fiction & Fantasy,"{'ISBN-13': '9781402240706', 'Title': 'Hawk Of May', 'Authors': ['Gillian Bradshaw'], 'Publisher': 'Sourcebooks, Inc.', 'Year': '2010', 'Language': 'en'}"
2213,441012221,0441012221.jpg,The Merlin Effect (The Lost Years of Merlin),T. A. Barron,24,Science Fiction & Fantasy,"{'ISBN-13': '9780441012220', 'Title': 'The Merlin Effect', 'Authors': ['T. A. Barron'], 'Publisher': '', 'Year': '2004', 'Language': 'en'}"
2214,1567923240,1567923240.jpg,"Lancelot and the Lord of the Distant Isles: Or, the Book of Galehaut Retold",Samuel N. Rosenberg,24,Science Fiction & Fantasy,"{'ISBN-13': '9781567923247', 'Title': 'Lancelot And The Lord Of The Distant Isles Or, The Book Of Galehaut Retold', 'Authors': ['Patricia Terry', 'Samuel N. Rosenberg'], 'Publisher': 'David R. Godine Publisher', 'Year': '2006', 'Language': 'en'}"
2215,312864434,0312864434.jpg,"Uther (The Camulod Chronicles, Book 7)",Jack Whyte,24,Science Fiction & Fantasy,"{'ISBN-13': '9780312864439', 'Title': 'Uther', 'Authors': ['Jack Whyte'], 'Publisher': 'Macmillan', 'Year': '2001', 'Language': 'en'}"
2216,1468194755,1468194755.jpg,The Dragon and the Unicorn: The Perilous Order of Camelot (Volume 1),A. A. Attanasio,24,Science Fiction & Fantasy,"{'ISBN-13': '9781468194753', 'Title': 'The Dragon And The Unicorn - The Perilous Order Of Camelot', 'Authors': ['A. A. Attanasio'], 'Publisher': 'CreateSpace', 'Year': '2012', 'Language': 'en'}"
2217,545034825,0545034825.jpg,Song of the Sparrow,Lisa Ann Sandell,24,Science Fiction & Fantasy,"{'ISBN-13': '9780439918497', 'Title': 'Song Of The Sparrow', 'Authors': ['Lisa Ann Sandell'], 'Publisher': 'Scholastic Inc.', 'Year': '2008', 'Language': 'en'}"
2218,312869630,0312869630.jpg,Mad Merlin,J. Robert King,24,Science Fiction & Fantasy,"{'ISBN-13': '9780812584271', 'Title': 'Mad Merlin', 'Authors': ['J. Robert King'], 'Publisher': 'Macmillan', 'Year': '2001', 'Language': 'en'}"
2219,756400783,0756400783.jpg,"Guardian of the Promise (Merlin's Descendants, 4)",Irene Radford,24,Science Fiction & Fantasy,"{'ISBN-13': '9780756400781', 'Title': 'Guardian Of The Promise', 'Authors': ['Irene Radford'], 'Publisher': 'DAW Hardcover', 'Year': '2003', 'Language': 'en'}"
2220,765311097,0765311097.jpg,The Broken Kings: Book Three of The Merlin Codex,Robert Holdstock,24,Science Fiction & Fantasy,"{'ISBN-13': '9780575079311', 'Title': 'The Broken Kings', 'Authors': ['Robert Holdstock'], 'Publisher': 'Gollancz', 'Year': '2007', 'Language': 'en'}"
2221,1618685015,1618685015.jpg,Excalibur: The Camelot Wars (Book One),Michael Clary,24,Science Fiction & Fantasy,"{'ISBN-13': '9781618685018', 'Title': 'Excalibur: The Camelot Wars (Book One)', 'Authors': ['Michael Clary'], 'Publisher': 'Permuted Platinum', 'Year': '2015', 'Language': 'en'}"
2222,886779944,0886779944.jpg,Guardian of the Vision (Merlin's Descendants #3) (Merlin's Descendants),Irene Radford,24,Science Fiction & Fantasy,"{'ISBN-13': '9780886779948', 'Title': 'Guardian Of The Vision', 'Authors': ['Irene Radford'], 'Publisher': 'Daw Books', 'Year': '2001', 'Language': 'en'}"
2223,449224430,0449224430.jpg,"The Prince and the Pilgrim (Arthurian Saga, Book 5)",Mary Stewart,24,Science Fiction & Fantasy,"{'ISBN-13': '9780449224434', 'Title': 'The Prince And The Pilgrim', 'Authors': ['Mary Stewart'], 'Publisher': 'Ivy Books', 'Year': '1997', 'Language': 'en'}"
2224,1466493348,1466493348.jpg,The Nick Merlin Chronicles: Crime fighting by magic in an alternate universe,Alvin Vogel,24,Science Fiction & Fantasy,"{'ISBN-13': '9781466493346', 'Title': 'The Nick Merlin Chronicles - Crime Fighting By Magic In An Alternate Universe', 'Authors': ['Alvin Vogel'], 'Publisher': 'CreateSpace', 'Year': '2012', 'Language': 'en'}"
2225,446362425,0446362425.jpg,The Wizard of Camelot (Questar Fantasy),Simon Hawke,24,Science Fiction & Fantasy,"{'ISBN-13': '9780446362429', 'Title': 'The Wizard Of Camelot', 'Authors': ['Simon Hawke'], 'Publisher': 'Questar', 'Year': '1993', 'Language': 'en'}"
2226,312852274,0312852274.jpg,The Forever King,Molly Cochran,24,Science Fiction & Fantasy,"{'ISBN-13': '9780812517163', 'Title': 'The Forever King', 'Authors': ['Molly Cochran', 'Warren Murphy'], 'Publisher': 'Macmillan', 'Year': '1993', 'Language': 'en'}"
2227,609806505,0609806505.jpg,"Guenevere, Queen of the Summer Country (Guenevere Novels)",Rosalind Miles,24,Science Fiction & Fantasy,"{'ISBN-13': '9780609806500', 'Title': 'Guenevere - Queen Of The Summer Country : A Novel', 'Authors': ['Rosalind Miles'], 'Publisher': 'Broadway Books', 'Year': '2000', 'Language': 'en'}"
2228,786715669,0786715669.jpg,"The Mammoth Book of King Arthur: Reality and Legend, the Beginning and the End--The Most Complete Arthurian Sourcebook Ever",,24,Science Fiction & Fantasy,"{'ISBN-13': '9780786715664', 'Title': 'The Mammoth Book Of King Arthur - Reality And Legend, The Beginning And The End--The Most Complete Arthurian Sourcebook Ever', 'Authors': ['Mike Ashley'], 'Publisher': 'Running Press', 'Year': '2005', 'Language': 'en'}"
2229,1876341009,1876341009.jpg,Our Camelot : The Game of Divine Alcheny,Jasmuheen,24,Science Fiction & Fantasy,"{'ISBN-13': '9781876341008', 'Title': 'The Game Of Divine Alchemy', 'Authors': ['Jasmuheen'], 'Publisher': 'KOHA Publishing', 'Year': '1999', 'Language': 'en'}"
2230,765305941,0765305941.jpg,Le Morte D'Avalon (Arthurian Novel),J. Robert King,24,Science Fiction & Fantasy,"{'ISBN-13': '9780765305947', 'Title': ""Le Morte D'Avalon"", 'Authors': ['J. Robert King'], 'Publisher': 'Macmillan', 'Year': '2003', 'Language': 'en'}"
2231,886467373,0886467373.jpg,The Last Defender of Camelot,Roger Zelazny,24,Science Fiction & Fantasy,"{'ISBN-13': '9780743435109', 'Title': 'The Last Defender Of Camelot', 'Authors': ['Roger Zelazny'], 'Publisher': 'iBooks', 'Year': '2002', 'Language': 'en'}"
2232,1928999174,1928999174.jpg,The Pagan King,Edison Marshall,24,Science Fiction & Fantasy,"{'ISBN-13': '9781928999171', 'Title': 'The Pagan King', 'Authors': ['Edison Marshall'], 'Publisher': 'Green Knight Pub', 'Year': '2001', 'Language': 'en'}"
2233,044100668X,044100668X.jpg,The Lost Years of Merlin,T. A. Barron,24,Science Fiction & Fantasy,"{'ISBN-13': '9780399230189', 'Title': 'The Lost Years Of Merlin', 'Authors': ['T. A. Barron'], 'Publisher': 'Philomel', 'Year': '1996', 'Language': 'en'}"
2234,345382455,0345382455.jpg,High Queen,Nancy McKenzie,24,Science Fiction & Fantasy,"{'ISBN-13': '9780099224723', 'Title': 'The High Queen - The Tale Of Guinevere And King Arthur Continues', 'Authors': ['Nancy McKenzie'], 'Publisher': 'Orbit Books', 'Year': '1997', 'Language': 'en'}"
2235,1476715122,1476715122.jpg,The Merlin Prophecy Book One: Battle of Kings,M. K. Hume,24,Science Fiction & Fantasy,"{'ISBN-13': '9781476715124', 'Title': 'The Merlin Prophecy Book One: Battle Of Kings', 'Authors': ['M. K. Hume'], 'Publisher': 'Simon and Schuster', 'Year': '2013', 'Language': 'en'}"
2236,B00879BRUS,B00879BRUS.jpg,The Story of King Arthur and His Knights (Classic Reprint),Howard Pyle,24,Science Fiction & Fantasy,"{'ISBN-13': '9781332458851', 'Title': 'The Story Of King Arthur And His Knights (Classic Reprint)', 'Authors': ['Howard Pyle'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
2237,7134495,0007134495.jpg,Parzival and the Stone From Heaven: A Grail Romance Retold For Our Time,Lindsay Clarke,24,Science Fiction & Fantasy,"{'ISBN-13': '9780007134496', 'Title': 'Parzival And The Stone From Heaven - A Holy Grail Romance Retold For Our Time', 'Authors': ['Lindsay Clarke'], 'Publisher': 'Thorsons Pub', 'Year': '2001', 'Language': 'en'}"
2238,1612184588,1612184588.jpg,With Silent Screams (The Hellequin Chronicles),Steve McHugh,24,Science Fiction & Fantasy,"{'ISBN-13': '9781612184586', 'Title': 'With Silent Screams', 'Authors': ['Steve McHugh'], 'Publisher': '47North', 'Year': '2014', 'Language': 'en'}"
2239,1592796990,1592796990.jpg,"The House Of Pendragon, Book II: The Recruit",Debra A. Kemp,24,Science Fiction & Fantasy,"{'ISBN-13': '9781592796991', 'Title': 'The Recruit', 'Authors': ['Debra A. Kemp'], 'Publisher': 'Amber Quill PressLlc', 'Year': '2007', 'Language': 'en'}"
2240,1514689456,1514689456.jpg,King of Ages: A King Arthur Anthology,Josh Brown,24,Science Fiction & Fantasy,"{'ISBN-13': '9781514689455', 'Title': 'King Of Ages - A King Arthur Anthology', 'Authors': ['Josh Brown', 'Dale Glaser', 'David W. Landrum', 'Joanna Hoyt'], 'Publisher': 'CreateSpace', 'Year': '2015', 'Language': 'en'}"
2241,1631855409,1631855409.jpg,The Arthurian Protectors: The Stirring of the Sword,Bonnie Jones,24,Science Fiction & Fantasy,"{'ISBN-13': '9781631855405', 'Title': 'The Arthurian Protectors - The Stirring Of The Sword', 'Authors': ['Bonnie Jones'], 'Publisher': 'Tate Publishing & Enterprises', 'Year': '2014', 'Language': 'en'}"
2242,451450051,0451450051.jpg,The Hawk's Gray Feather (Keltiad),Patricia Kennealy,24,Science Fiction & Fantasy,"{'ISBN-13': '9780451450531', 'Title': ""The Hawk's Gray Feather - A Book Of The Keltiad"", 'Authors': ['Patricia Kennealy-Morrison'], 'Publisher': 'New Amer Library', 'Year': '1991', 'Language': 'en'}"
2243,1477848096,1477848096.jpg,Born of Hatred (The Hellequin Chronicles),Steve McHugh,24,Science Fiction & Fantasy,"{'ISBN-13': '9781477848098', 'Title': 'Born Of Hatred', 'Authors': ['Steve McHugh'], 'Publisher': '47North', 'Year': '2013', 'Language': 'en'}"
2244,380781956,0380781956.jpg,Mordred's Curse,Ian McDowell,24,Science Fiction & Fantasy,"{'ISBN-13': '9780380781959', 'Title': ""Mordred's Curse"", 'Authors': ['Ian McDowell'], 'Publisher': '', 'Year': '1996', 'Language': 'en'}"
2245,038081367X,038081367X.jpg,"The Book of the Sword / The Book of the Spear (Hallowed Isle, Books 1-2)",Diana L. Paxson,24,Science Fiction & Fantasy,"{'ISBN-13': '9780380813674', 'Title': 'The Hallowed Isle - The Book Of The Sword And The Book Of The Spear', 'Authors': ['Diana L. Paxson'], 'Publisher': 'Harper Voyager', 'Year': '2000', 'Language': 'en'}"
2246,451450531,0451450531.jpg,The Hawk's Gray Feather (Keltiad),Patricia Kennealy,24,Science Fiction & Fantasy,"{'ISBN-13': '9780451450531', 'Title': ""The Hawk's Gray Feather - A Book Of The Keltiad"", 'Authors': ['Patricia Kennealy-Morrison'], 'Publisher': 'New Amer Library', 'Year': '1991', 'Language': 'en'}"
2247,1402240724,1402240724.jpg,Kingdom of Summer,Gillian Bradshaw,24,Science Fiction & Fantasy,"{'ISBN-13': '9781402240720', 'Title': 'Kingdom Of Summer', 'Authors': ['Gillian Bradshaw'], 'Publisher': 'Sourcebooks, Inc.', 'Year': '2011', 'Language': 'en'}"
2248,312854609,0312854609.jpg,Strange Devices of the Sun and Moon,Lisa Goldstein,24,Science Fiction & Fantasy,"{'ISBN-13': '9780312854607', 'Title': 'Strange Devices Of The Sun And Moon', 'Authors': ['Lisa Goldstein'], 'Publisher': 'Tor Books', 'Year': '1993', 'Language': 'en'}"
2249,312865511,0312865511.jpg,"The Merlin of St. Gilles' Well (Joan of Arc Tapestries, Book 1)",Ann Chamberlin,24,Science Fiction & Fantasy,"{'ISBN-13': '9780312875916', 'Title': ""The Merlin Of St. Gilles' Well"", 'Authors': ['Ann Chamberlin'], 'Publisher': 'Macmillan', 'Year': '2000', 'Language': 'en'}"
2250,340717556,0340717556.jpg,Mary Stewart Omnibus: Price of a Princess / Lord in Waiting,Nigel Tranter,24,Science Fiction & Fantasy,"{'ISBN-13': '9780340717554', 'Title': 'The Mary Stewart Omnibus', 'Authors': ['Nigel Tranter'], 'Publisher': 'Hodder & Stoughton', 'Year': '1998', 'Language': 'en'}"
